"flight_name","capacity","fuel","airline","manufacture_year","range_km","status"
"FL42834","364","54.54","Davenport PLC Airlines","2015","12846","Retiré"
"FL43323","360","36.02","Fox PLC Airlines","1996","10991","Retiré"
"FL10017","374","79.23","Greene, Wilson and Ward Airlines","2008","10085","Maintenance"
"FL72982","194","60.95","Williams, Johnston and Young Airlines","1996","11547","Actif"
"FL53029","231","81.33","Garcia, Hall and Griffith Airlines","1991","2138","Actif"
"FL58310","151","60.91","Marquez-Key Airlines","2007","3289","Maintenance"
"FL86172","134","66.82","Hartman, Lopez and Novak Airlines","1992","10507","Retiré"
"FL01061","214","95.87","Miller, Taylor and Donaldson Airlines","1990","6358","Maintenance"
"FL37900","139","63.34","Foster-Parrish Airlines","2010","13950","Retiré"
"FL72288","316","49.52","Wilson PLC Airlines","2020","2335","Actif"
"FL75235","104","85.93","Perry PLC Airlines","2001","9628","Actif"
"FL99899","361","19.23","Owen Ltd Airlines","2007","11383","Retiré"
"FL82339","170","84.62","Hansen, Hester and Green Airlines","2011","8055","Actif"
"FL60991","379","89.5","Moran Inc Airlines","2001","13635","Retiré"
"FL67517","138","56.02","Castillo Ltd Airlines","2007","14475","Retiré"
"FL54709","309","83.94","Adams-Rogers Airlines","1992","5985","Actif"
"FL01674","118","12.39","Flores-Davis Airlines","2010","3380","Actif"
"FL47335","322","49.72","Allen, Hall and Goodwin Airlines","2012","9406","Maintenance"
"FL57377","286","47.67","Adams-Thompson Airlines","2001","9952","Actif"
"FL23855","180","41.47","Davis-Ramsey Airlines","1998","10379","Actif"
"FL76533","378","48.47","Black, Herman and Maldonado Airlines","1994","13331","Maintenance"
"FL56319","392","83.42","Summers, Hill and Fox Airlines","2017","4126","Maintenance"
"FL43903","307","27.86","Hill PLC Airlines","2009","14727","Actif"
"FL34649","184","17.06","Chapman Inc Airlines","2021","2672","Retiré"
"FL80042","127","21.31","Rhodes-Garcia Airlines","2001","10536","Maintenance"
"FL16557","299","77.79","Chan-Lewis Airlines","2015","9840","Retiré"
"FL12644","351","52.55","Aguilar-Robertson Airlines","1996","13671","Maintenance"
"FL79824","300","31.19","Gonzalez Group Airlines","1994","2980","Maintenance"
"FL23863","117","16.02","Arroyo-Lopez Airlines","2024","8313","Maintenance"
"FL30017","170","42.58","Fitzpatrick-Bradley Airlines","1992","8210","Maintenance"
"FL12132","137","24.15","Sanchez, Johnson and Mendez Airlines","2011","9619","Retiré"
"FL10010","165","87.09","Roberts, Carter and Grimes Airlines","2012","3368","Actif"
"FL90201","142","31.97","Mays LLC Airlines","2004","13507","Maintenance"
"FL12566","306","37.35","Stokes, Williams and Hernandez Airlines","2020","8474","Actif"
"FL66374","216","42.96","Atkinson-Alexander Airlines","2011","9296","Actif"
"FL11273","214","33.63","Wong-Todd Airlines","2005","11036","Actif"
"FL10761","192","97.56","Vargas, Giles and Stein Airlines","1990","14003","Actif"
"FL53072","357","82.33","Martin Group Airlines","1996","2235","Retiré"
"FL07333","263","48.1","Nicholson, Johnson and Stokes Airlines","1995","14790","Actif"
"FL42970","148","70.36","Norton-Grimes Airlines","2013","4106","Retiré"
"FL76208","110","65.2","Hall Ltd Airlines","2015","10154","Actif"
"FL55396","218","22.29","Lewis-Miller Airlines","2023","4976","Retiré"
"FL44098","192","30.6","Foster Ltd Airlines","2018","7364","Actif"
"FL25969","262","10.14","Flynn, Pittman and Ruiz Airlines","2007","9127","Maintenance"
"FL98021","229","30.46","Esparza, Lopez and Williams Airlines","1993","7185","Actif"
"FL90507","147","30.49","Levine PLC Airlines","1995","6623","Maintenance"
"FL36039","335","15.11","Russell-Ortiz Airlines","2009","2050","Maintenance"
"FL10259","124","19.94","Richards, Woodward and Dunn Airlines","2005","7199","Actif"
"FL86375","333","78.87","Miller-Knight Airlines","2016","11629","Maintenance"
"FL24906","201","74.38","Richard-Flores Airlines","1991","2980","Retiré"
"FL24811","351","94.29","White Group Airlines","2010","12368","Actif"
"FL24618","336","63.74","Lawrence, Miller and Armstrong Airlines","2003","8370","Actif"
"FL47842","156","74.73","Shepard-Houston Airlines","2004","12940","Retiré"
"FL43309","248","52.12","Hancock, Miller and Miller Airlines","2015","10491","Actif"
"FL81595","349","30.62","Reed-Chandler Airlines","1995","5700","Actif"
"FL76853","392","55.54","Curry PLC Airlines","2004","10265","Actif"
"FL68416","185","69.69","Moore-Scott Airlines","2021","4995","Retiré"
"FL34831","210","57.26","Walker, Ramsey and Smith Airlines","1990","6225","Retiré"
"FL33315","283","87.12","Thompson and Sons Airlines","2000","8096","Actif"
"FL22465","345","50.78","Rodriguez, Jimenez and Wyatt Airlines","1991","7521","Maintenance"
"FL40038","258","13.56","Rocha Group Airlines","1994","5006","Retiré"
"FL54103","219","64.5","Nicholson, Sellers and Wood Airlines","2023","6909","Actif"
"FL23619","340","30.19","Gomez Inc Airlines","2025","10707","Maintenance"
"FL16335","138","78.34","Smith, Woods and Perry Airlines","1997","5378","Maintenance"
"FL22544","152","21.78","Miller Group Airlines","2006","12201","Maintenance"
"FL49424","311","81.78","Marshall-Thomas Airlines","2019","9966","Retiré"
"FL40397","109","99.36","Ramirez PLC Airlines","2024","10120","Retiré"
"FL74925","201","97.41","Miller Inc Airlines","2015","8884","Retiré"
"FL24605","143","22.26","Crawford PLC Airlines","2001","9055","Maintenance"
"FL86581","245","64.07","Wang-Hunt Airlines","2004","6485","Retiré"
"FL43084","207","25.37","Brooks, Duran and Carr Airlines","2003","8365","Actif"
"FL88152","160","97.78","Gray-Espinoza Airlines","2008","10836","Retiré"
"FL21977","118","98.23","Mcfarland-Walton Airlines","2022","2800","Actif"
"FL77203","274","61.62","Waller-Johnson Airlines","2001","13353","Maintenance"
"FL31071","383","21.51","Turner, Zamora and Nelson Airlines","2025","7709","Actif"
"FL46324","229","81.06","Reid-Cox Airlines","2020","10784","Maintenance"
"FL80062","377","25.9","Bonilla-Owens Airlines","2017","9098","Maintenance"
"FL05014","134","52.43","Powell-Gutierrez Airlines","1999","6765","Actif"
"FL22167","347","90.67","Lee, George and Sherman Airlines","2004","13455","Retiré"
"FL92431","102","77.73","Barnes, Parker and Smith Airlines","2006","12300","Actif"
"FL06434","156","69.63","Young-Cook Airlines","2008","14308","Actif"
"FL52119","264","73.14","Brown, Spencer and Miller Airlines","2013","10895","Actif"
"FL74069","391","10.85","Maxwell, Smith and Diaz Airlines","2024","3782","Actif"
"FL79524","200","22.98","Dawson-Conley Airlines","2003","7609","Maintenance"
"FL25275","194","23.9","Powers-Blake Airlines","2013","7702","Maintenance"
"FL25928","226","85.78","Ramos-Guerra Airlines","2005","13365","Actif"
"FL23426","199","29.61","Benson PLC Airlines","2024","11958","Actif"
"FL50901","268","80.27","Perkins PLC Airlines","2025","3658","Maintenance"
"FL57850","348","14.89","Hernandez PLC Airlines","2024","10554","Maintenance"
"FL68436","364","89.69","Hayden-Vaughan Airlines","2008","6576","Retiré"
"FL36634","166","47.06","Turner-Delgado Airlines","1992","10397","Actif"
"FL08777","221","21.41","Myers-Flores Airlines","1993","7262","Retiré"
"FL42307","159","77.61","Spencer Inc Airlines","1994","7396","Retiré"
"FL76123","120","98.84","Wilson, Charles and Andrews Airlines","2023","6628","Maintenance"
"FL94638","209","20.41","Poole Inc Airlines","2017","7868","Actif"
"FL81657","350","59.29","Dawson, Russell and Dunn Airlines","2015","6697","Maintenance"
"FL25723","125","28.03","Gonzales-Foster Airlines","2021","4737","Maintenance"
"FL16317","363","14.65","Ford, Larson and Brown Airlines","2001","13387","Actif"
"FL68860","222","23.33","Williams-Williams Airlines","1995","6762","Actif"
"FL86524","184","43.99","Williams, George and Taylor Airlines","2016","3085","Maintenance"
"FL06277","121","96.64","Miller, Edwards and Valdez Airlines","2025","11153","Maintenance"
"FL33247","245","64.13","Acosta and Sons Airlines","2015","7718","Retiré"
"FL64498","276","93.22","Nelson-Garza Airlines","2010","8413","Maintenance"
"FL01168","328","84.59","Garcia PLC Airlines","2001","9139","Retiré"
"FL66551","318","94.33","Fields-Bell Airlines","2008","9802","Maintenance"
"FL35934","325","23.85","Holmes, Mitchell and Francis Airlines","1999","6975","Actif"
"FL03785","148","43.13","Kramer, Bailey and Tucker Airlines","2004","9463","Retiré"
"FL38229","305","35.2","Lewis, Saunders and Lee Airlines","1995","2851","Actif"
"FL18204","168","71.37","Diaz LLC Airlines","2003","11132","Retiré"
"FL42209","176","93.71","Lopez LLC Airlines","2005","5832","Maintenance"
"FL27053","378","71.7","Reyes LLC Airlines","2009","14290","Maintenance"
"FL66301","362","86.53","Johnson-Lee Airlines","2022","13368","Maintenance"
"FL35211","301","45.4","Moore-Price Airlines","2012","14351","Maintenance"
"FL49272","326","98.31","Hopkins, Olson and Cook Airlines","2021","11825","Maintenance"
"FL58104","309","44.72","Nichols, Lewis and Soto Airlines","1993","10525","Retiré"
"FL56271","214","72.69","Owen, Cox and Guerrero Airlines","2011","7908","Retiré"
"FL35751","214","65.7","West-Black Airlines","1996","13555","Maintenance"
"FL75672","184","15.05","Graham-Villanueva Airlines","2006","12132","Maintenance"
"FL03768","354","91.98","Hicks, Daniels and Cruz Airlines","2025","2294","Maintenance"
"FL92422","275","35.96","Cooper, Lee and Gonzalez Airlines","2009","12462","Retiré"
"FL91064","385","90.28","Crawford, Hancock and Garcia Airlines","1995","9147","Actif"
"FL03730","356","78.29","Henderson Group Airlines","2021","11817","Maintenance"
"FL88119","396","77.7","Cooper, Garcia and Dennis Airlines","2001","5490","Maintenance"
"FL64960","235","74.04","Kennedy, Wells and English Airlines","2025","4849","Maintenance"
"FL34362","137","33.3","Stephens-Simmons Airlines","2018","9670","Retiré"
"FL53593","261","52.73","Stewart, Ward and Boyd Airlines","2007","2136","Actif"
"FL27358","259","93.74","Riley Inc Airlines","2010","7462","Retiré"
"FL23953","329","40.82","Lane-Carter Airlines","2025","5017","Actif"
"FL30094","235","66.0","Flowers-Walker Airlines","2015","5935","Retiré"
"FL92091","237","14.44","Murphy-Walsh Airlines","2025","11097","Maintenance"
"FL82187","136","64.02","Williams PLC Airlines","2021","4899","Maintenance"
"FL50832","290","41.05","Diaz, Zimmerman and Schneider Airlines","1997","7295","Maintenance"
"FL36192","239","46.5","Hall Group Airlines","2018","13517","Retiré"
"FL89182","240","70.2","Deleon-Rollins Airlines","2020","4979","Actif"
"FL79711","387","17.54","Martinez-Hoover Airlines","1996","7989","Retiré"
"FL36407","331","68.38","Richards PLC Airlines","2000","6615","Retiré"
"FL87225","109","43.04","Lee, Fox and Brown Airlines","1991","14090","Maintenance"
"FL07759","156","14.76","Hunter PLC Airlines","1994","8333","Maintenance"
"FL47952","192","89.98","Hernandez-Hall Airlines","2020","12242","Maintenance"
"FL15746","164","88.68","Meyer Group Airlines","2009","9787","Maintenance"
"FL38021","152","13.97","Mccormick-Robbins Airlines","2024","7546","Actif"
"FL77656","101","52.06","Alexander Inc Airlines","2006","6540","Maintenance"
"FL90455","135","47.19","Sanders-Dennis Airlines","2012","10095","Retiré"
"FL34449","292","63.03","Lopez Inc Airlines","2021","12066","Actif"
"FL23982","144","53.26","Smith, Thompson and Cruz Airlines","2018","14249","Maintenance"
"FL90900","127","16.99","Spencer, Anderson and Juarez Airlines","2020","14100","Maintenance"
"FL89211","319","18.46","Gonzales, Kennedy and Reed Airlines","1994","12322","Retiré"
"FL70303","314","44.72","Smith LLC Airlines","2016","14212","Actif"
"FL36779","302","78.75","Stephens Group Airlines","2000","12912","Maintenance"
"FL12123","302","50.55","Hudson, Lambert and Mitchell Airlines","2002","6729","Actif"
"FL18734","270","51.97","Thomas-Collins Airlines","1999","3513","Actif"
"FL80855","229","75.59","Jimenez, Huerta and Johnson Airlines","2003","5449","Maintenance"
"FL59677","221","33.79","Anderson, Jones and Price Airlines","1992","4876","Maintenance"
"FL36102","335","71.57","Mcdonald Ltd Airlines","1991","4558","Maintenance"
"FL09333","397","20.09","Garcia, Wells and Woods Airlines","2012","14312","Actif"
"FL77683","286","17.14","Brock-Long Airlines","2023","6716","Maintenance"
"FL57678","379","33.66","King PLC Airlines","2015","11499","Maintenance"
"FL08100","310","33.79","Burton, Zimmerman and Carr Airlines","2014","5755","Maintenance"
"FL93320","216","72.01","Rogers-Keith Airlines","2003","7355","Maintenance"
"FL14042","197","71.26","Simmons-Turner Airlines","2014","2272","Retiré"
"FL57506","277","58.52","Moreno, Mcintosh and Bruce Airlines","1999","11071","Maintenance"
"FL51459","249","29.9","Hays Inc Airlines","1996","8972","Retiré"
"FL98594","366","96.02","King PLC Airlines","2012","12994","Actif"
"FL68625","378","49.27","Williams-Jenkins Airlines","2004","9008","Maintenance"
"FL01990","110","88.73","Meadows, Ross and Pham Airlines","2011","3992","Actif"
"FL25706","303","54.43","Gordon Inc Airlines","2021","6839","Maintenance"
"FL60930","323","58.38","Colon-Christensen Airlines","2010","9488","Retiré"
"FL20049","174","87.19","Willis Inc Airlines","2012","5047","Actif"
"FL61614","187","65.92","Santana-Hall Airlines","2001","7709","Actif"
"FL62645","292","51.93","Miller-Wong Airlines","1991","8285","Retiré"
"FL74543","180","31.65","Gallagher-Wright Airlines","2000","13326","Maintenance"
"FL51051","182","88.2","Murray, Mitchell and Rivera Airlines","2018","10115","Maintenance"
"FL58232","231","83.42","Powers-Ward Airlines","1991","7044","Maintenance"
"FL87034","227","18.51","Barker PLC Airlines","1994","10163","Retiré"
"FL54503","369","25.51","Brown PLC Airlines","2007","11088","Retiré"
"FL19774","124","32.61","Kim Ltd Airlines","2013","5203","Actif"
"FL70558","240","61.32","Powers Inc Airlines","2007","3339","Maintenance"
"FL24260","387","45.5","Mcdaniel and Sons Airlines","2023","6070","Maintenance"
"FL07209","364","80.86","Castillo Inc Airlines","2003","7313","Actif"
"FL76430","346","85.07","Saunders Group Airlines","1990","3256","Retiré"
"FL23340","126","24.74","Green-Cruz Airlines","2000","8354","Retiré"
"FL59023","317","66.8","Flores, Hall and Hall Airlines","1999","5695","Retiré"
"FL61727","284","41.58","Wallace, Myers and Combs Airlines","2008","3639","Maintenance"
"FL43515","131","50.78","Harrison Inc Airlines","2014","14906","Maintenance"
"FL50097","383","57.71","Cooper, Cordova and Cuevas Airlines","2016","7382","Maintenance"
"FL84269","248","11.28","Wilson-Sullivan Airlines","1994","10310","Retiré"
"FL61542","215","46.85","Allen Group Airlines","2025","10584","Maintenance"
"FL14590","280","19.99","Moran-Brandt Airlines","2024","7467","Actif"
"FL82296","388","54.31","Padilla and Sons Airlines","2019","5978","Actif"
"FL55493","192","89.95","Leblanc, Washington and Foster Airlines","2003","4510","Actif"
"FL03438","233","34.3","Shelton Ltd Airlines","2006","13424","Maintenance"
"FL56807","276","57.21","Wu-Williams Airlines","2009","14771","Maintenance"
"FL81586","185","73.11","Reid, Wagner and Smith Airlines","2001","9397","Retiré"
"FL19289","238","88.32","Cross LLC Airlines","2011","5692","Retiré"
"FL87875","352","71.54","Freeman, Miranda and Stewart Airlines","1991","3069","Retiré"
"FL08566","242","33.82","Foster-Mullins Airlines","2009","9252","Actif"
"FL95579","275","38.68","Hampton, Archer and Lucas Airlines","2013","3178","Maintenance"
"FL13269","286","32.73","Ponce, Klein and Shaw Airlines","2009","14420","Retiré"
"FL19604","244","14.41","Galloway Ltd Airlines","2020","13221","Retiré"
"FL05356","180","63.85","Morales Inc Airlines","2016","11561","Actif"
"FL83600","325","42.96","Brown Group Airlines","1996","14111","Retiré"
"FL68128","169","45.68","Mcdonald-Ward Airlines","2018","8160","Maintenance"
"FL93534","215","73.3","Blackburn, White and Horton Airlines","2022","3480","Retiré"
"FL76559","238","14.3","Cole-Newman Airlines","2006","12675","Actif"
"FL43535","292","57.35","Underwood, Schwartz and Hawkins Airlines","1997","3974","Retiré"
"FL57798","193","28.56","Medina-Flynn Airlines","1995","7085","Retiré"
"FL62766","366","27.44","Martinez, Kelley and Buckley Airlines","2005","10376","Retiré"
"FL02913","343","48.38","Mitchell, Brooks and Myers Airlines","1996","3845","Maintenance"
"FL43976","180","21.58","Simpson-Sherman Airlines","1997","7705","Retiré"
"FL10884","173","27.93","Faulkner-Quinn Airlines","2020","5212","Retiré"
"FL42934","226","55.62","Pena, Baker and Brown Airlines","2008","10658","Maintenance"
"FL26402","111","52.38","Kelly Group Airlines","2014","9229","Retiré"
"FL35001","134","75.29","Brown-Knight Airlines","1999","6989","Maintenance"
"FL41038","358","32.6","Williams-Foster Airlines","1991","4742","Maintenance"
"FL42432","225","70.57","Good Ltd Airlines","2020","13472","Actif"
"FL24278","120","51.15","Turner LLC Airlines","2008","2685","Retiré"
"FL85367","325","46.23","Lowery Ltd Airlines","1994","3537","Retiré"
